company_id,move_id,move_type,name,ref,payment_reference,src_state,aeat_send_error
1,22390,in_invoice,S/FRA/2024/1041,A10019352282-1224,"",sent,""
1,6373,in_invoice,S/FRA/2022/0400,01/2022,"",sent,""
1,19955,in_invoice,S/FRA/2024/0537,95-223304,"",sent,""
1,86,in_invoice,S/FRA/2021/0064,N200255946,"",not_sent,""
1,22119,in_invoice,S/FRA/2025/0004,ES546AABEY,"",sent,""
1,2492,in_invoice,S/FRA/2021/0591,1NSN211000050878,"",sent,""
1,21670,in_invoice,S/FRA/2024/0911,19-2024,"",sent,""
1,26454,in_invoice,S/FRA/2025/0731,20,"",not_sent,""
1,22019,in_invoice,S/FRA/2024/0983,4,"",sent,""
1,6376,in_invoice,S/FRA/2022/0409,7,"",sent,""
1,20108,in_invoice,S/FRA/2024/0553,7/2024,"",sent,""
1,20119,in_invoice,S/FRA/2024/0543,ES44FAUABEY,"",sent,""
1,21517,in_invoice,S/FRA/2024/0875,FA2410807,"",sent,""
1,6402,in_invoice,S/FRA/2022/0376,193,"",sent,""
1,21539,in_invoice,S/FRA/2024/0872,5.402/F,"",sent,""
1,21893,in_invoice,S/FRA/2024/0995,1/2024,"",sent,""
1,20279,in_invoice,S/FRA/2024/0564,OO/2024/009,"",sent,""
1,18994,in_invoice,S/FRA/2024/0342,1TSN240600240911,"",sent,""
1,20570,in_invoice,S/FRA/2024/0709,312-KF24-11861,"",sent,""
1,20569,in_invoice,S/FRA/2024/0708,A10019238361-1024,"",sent,""
1,20280,in_invoice,S/FRA/2024/0565,OO/2024/010,"",sent,""
1,20568,in_invoice,S/FRA/2024/0707,A10019201739-1024,"",sent,""
1,17216,in_invoice,S/FRA/2024/0150,FMI/364,"",sent,""
1,19934,in_invoice,S/FRA/2024/0493,26,"",sent,""
1,17212,in_invoice,S/FRA/2024/0153,20953/2024,"",sent,""
1,17217,in_invoice,S/FRA/2024/0149,L9550 / 1931,"",sent,""
1,17221,in_invoice,S/FRA/2024/0147,L9700 / 14847,"",sent,""
1,6365,in_invoice,S/FRA/2022/0387,FAC-1159,"",sent,""
1,16535,in_invoice,S/FRA/2024/0119,157,"",sent,""
1,22073,in_invoice,S/FRA/2024/1011,2024-387,"",sent,""
1,19956,in_invoice,S/FRA/2024/0536,95-223619,"",sent,""
1,6377,in_invoice,S/FRA/2022/0410,1 22 0005 0000507251,"",sent,""
1,20669,in_invoice,S/FRA/2024/0736,95-224998,"",sent,""
1,19880,in_invoice,S/FRA/2024/0500,F120-2024,"",sent,""
1,21727,in_invoice,S/FRA/2024/0938,1,"",sent,""
1,21461,in_invoice,S/FRA/2024/0890,000321,"",sent,""
1,19808,in_invoice,S/FRA/2024/0503,ES44248ABEY,"",sent,""
1,21460,in_invoice,S/FRA/2024/0891,000320,"",sent,""
1,19569,in_invoice,S/FRA/2024/0446,ES43R2WABEY,"",sent,""
1,22072,in_invoice,S/FRA/2024/1012,2024-408,"",sent,""
1,23126,in_invoice,S/FRA/2025/0029,01/2025,"",sent,""
1,23201,in_invoice,S/FRA/2025/0143,25/345,"",sent,""
1,20408,in_invoice,S/FRA/2024/0675,2024-276,"",sent,""
1,19636,in_invoice,S/FRA/2024/0466,B00054367,"",sent,""
1,19620,in_invoice,S/FRA/2024/0441,A-1291,"",sent,""
1,18295,in_invoice,S/FRA/2024/0268,1TSN240300408921,"",sent,""
1,20022,in_invoice,S/FRA/2024/0662,A-1397,"",sent,""
1,19521,in_invoice,S/FRA/2024/0448,A-1257,"",sent,""
1,8438,in_invoice,S/FRA/2022/0758,FAC-1204,"",sent,""
