move_id,name,ref,payment_reference,company_id,sii_state,src_state,aeat_send_error
18447,C/2024/0004,,C/2024/0004,1,sent,sent,
23535,A/2025/0003,,A/2025/0003,1,not_sent,not_sent,
17388,A/2024/0002,,A/3111/0014,1,not_sent,not_sent,
24327,/,,,1,not_sent,not_sent,
18735,T/2024/0003,,T/2024/0003,1,sent,sent,
24486,J/2025/0018,,J/2025/0018,1,sent,sent,
24273,J/2025/0017,,J/2025/0017,1,sent,sent,
23314,J/2025/0011,,J/2025/0011,1,sent,sent,
23368,J/2025/0012,,J/2025/0012,1,sent,sent,
23536,A/2025/0004,,A/2025/0004,1,not_sent,not_sent,
20134,A/2024/0009,,A/2024/0009,1,not_sent,not_sent,
17387,A/2024/0001,,A/3111/0013,1,not_sent,not_sent,
22529,J/2025/0006,,J/2025/0006,1,sent,sent,
17390,A/2024/0004,,A/3111/0016,1,not_sent,not_sent,
17391,A/2024/0005,,A/3111/0017,1,not_sent,not_sent,
17389,A/2024/0003,,A/3111/0015,1,not_sent,not_sent,
17392,A/2024/0006,,A/3111/0018,1,not_sent,not_sent,
21040,A/2024/0011,,A/2024/0011,1,not_sent,not_sent,
21554,A/2024/0013,,A/2024/0013,1,not_sent,not_sent,
21041,A/2024/0012,,A/2024/0012,1,not_sent,not_sent,
19278,C/2024/0006,,C/2024/0006,1,sent,sent,
22054,A/2024/0016,,A/2024/0016,1,not_sent,not_sent,
21555,A/2024/0014,,A/2024/0014,1,not_sent,not_sent,
21035,A/2024/0010,,A/2024/0010,1,not_sent,not_sent,
22055,A/2024/0017,,A/2024/0017,1,not_sent,not_sent,
20133,A/2024/0008,,A/2024/0008,1,not_sent,not_sent,"1329 | Cuando el tipo de factura es F2, la suma de las bases imponi"
15189,J/2023/0032,,J/2023/0032,1,sent,sent,
24001,T/2025/0005,,T/2025/0005,1,sent,sent,
25451,T/2025/0009,,T/2025/0009,1,not_sent,not_sent,
23099,C/2025/0004,,C/2025/0004,1,sent,sent,
19988,C/2024/0013,,C/2024/0013,1,sent,sent,
17472,T/2024/0002,,T/2024/0002,1,sent,sent,
21773,J/2024/0046,,J/2024/0046,1,sent,sent,
21288,J/2024/0042,,J/2024/0042,1,sent,sent,
19598,J/2024/0028,,J/2024/0028,1,sent,sent,
21484,J/2024/0043,,J/2024/0043,1,sent,sent,
21287,J/2024/0041,,J/2024/0041,1,sent,sent,
20929,J/2024/0036,,J/2024/0036,1,sent,sent,
19462,T/2024/0004,,T/2024/0004,1,sent,sent,
16464,J/2024/0007,,J/2024/0007,1,sent,sent,
25134,C/2025/0012,,C/2025/0012,1,sent,sent,
11611,C/2023/0005,C5,C/2023/0005,1,sent_modified,sent_modified,
22173,J/2025/0005,,J/2025/0005,1,sent,sent,
22530,J/2025/0007,,J/2025/0007,1,sent,sent,
23101,J/2025/0010,,J/2025/0010,1,sent,sent,
23132,A/2025/0001,,A/2025/0001,1,not_sent,not_sent,
23098,J/2025/0008,,J/2025/0008,1,sent,sent,
19277,J/2024/0026,,J/2024/0026,1,sent,sent,
19274,J/2024/0023,,J/2024/0023,1,sent,sent,
18904,J/2024/0011,,J/2024/0011,1,sent,sent,
19202,J/2024/0018,,J/2024/0018,1,sent,sent,
19128,J/2024/0014,,J/2024/0014,1,sent,sent,
23539,A/2025/0007,,A/2025/0007,1,not_sent,not_sent,
19201,J/2024/0017,,J/2024/0017,1,sent,sent,
19275,J/2024/0024,,J/2024/0024,1,sent,sent,
19185,J/2024/0015,,J/2024/0015,1,sent,sent,
19089,J/2024/0012,,J/2024/0012,1,sent,sent,
23538,A/2025/0006,,A/2025/0006,1,not_sent,not_sent,
19273,J/2024/0022,,J/2024/0022,1,sent,sent,
23537,A/2025/0005,,A/2025/0005,1,not_sent,not_sent,
19276,J/2024/0025,,J/2024/0025,1,sent,sent,
25143,T/2025/0008,,T/2025/0008,1,sent,sent,
25163,J/2025/0028,,J/2025/0028,1,sent,sent,
19220,J/2024/0020,,J/2024/0020,1,sent,sent,
20467,J/2024/0034,,J/2024/0034,1,sent,sent,
17306,C/2024/0002,,C/2024/0002,1,sent,sent,
24832,J/2025/0022,,J/2025/0022,1,sent,sent,
24833,J/2025/0023,,J/2025/0023,1,sent,sent,
19601,C/2024/0010,,C/2024/0010,1,sent,sent,
23998,T/2025/0003,,T/2025/0003,1,sent,sent,
25074,J/2025/0027,,J/2025/0027,1,sent,sent,
25062,J/2025/0026,,J/2025/0026,1,sent,sent,
25057,J/2025/0025,,J/2025/0025,1,sent,sent,
25055,T/2025/0007,,T/2025/0007,1,sent,sent,
24242,C/2025/0007,,C/2025/0007,1,sent,sent,
24918,C/2025/0010,,C/2025/0010,1,sent,sent,
15355,J/2023/0035,,J/2023/0035,1,sent,sent,
24820,J/2025/0021,,J/2025/0021,1,sent,sent,
24559,J/2025/0019,,J/2025/0019,1,sent,sent,
16345,J/2024/0004,,J/2024/0004,1,sent,sent,
24894,C/2025/0009,,C/2025/0009,1,sent,sent,
24746,J/2025/0020,,J/2025/0020,1,sent,sent,
24845,J/2025/0024,,J/2025/0024,1,sent,sent,
25459,J/2025/0033,,J/2025/0033,1,not_sent,not_sent,
25270,J/2025/0032,,J/2025/0032,1,sent,sent,
25051,C/2025/0011,,C/2025/0011,1,sent,sent,
19672,C/2024/0011,,C/2024/0011,1,sent,sent,
24462,T/2025/0006,,T/2025/0006,1,sent,sent,
24878,C/2025/0008,,C/2025/0008,1,sent_modified,sent_modified,
25180,J/2025/0029,,J/2025/0029,1,sent,sent,
25182,J/2025/0031,,J/2025/0031,1,sent,sent,
25181,J/2025/0030,,J/2025/0030,1,sent,sent,
6673,RT/2022/0001,"Reversión de: T/2022/0006, Anulación factura por errores concepto",,1,sent,sent,
6674,RT/2022/0002,"Reversión de: T/2022/0004, Anulación factura por errores concepto",,1,sent,sent,
25455,RJ/2025/00001,,,1,cancelled_modified,cancelled_modified,
25457,RJ/2025/00001,,,1,sent,sent,
