move_id,name,ref,payment_reference,company_id,sii_state,src_state,aeat_send_error
8906,S/FRA/2022/0877,22/733,,1,sent,sent,
8907,S/FRA/2022/0888,22/732,,1,sent,sent,
8908,S/FRA/2022/0887,22/731,,1,sent,sent,
8909,S/FRA/2022/0886,22/735,,1,sent,sent,
8918,S/FRA/2022/0885,000D001096,,1,sent,sent,
8919,S/FRA/2022/0884,000G001455,,1,sent,sent,
8920,S/FRA/2022/0883,000D001097,,1,sent,sent,
8921,S/FRA/2022/0882,000D001098,,1,sent,sent,
8922,S/FRA/2022/0881,000G001456,,1,sent,sent,
8923,S/FRA/2022/0880,000G001457,,1,sent,sent,
8924,S/FRA/2022/0855,000D000926,,1,sent,sent,
8925,S/FRA/2022/0856,000D000927,,1,sent,sent,
8926,S/FRA/2022/0854,000D000928,,1,sent,sent,
8927,S/FRA/2022/0848,000D000771,,1,sent,sent,
8928,S/FRA/2022/0846,000D000770,,1,sent,sent,
8954,S/FRA/2022/0890,OO/2022/011,,1,sent,sent,
9012,S/FRA/2022/0940,A000031160,,1,sent,sent,
9013,S/FRA/2022/0939,A000031382,,1,sent,sent,
13574,S/FRA/2023/0491,230140,,1,sent,sent,
13611,S/FRA/2023/0484,230152,,1,sent,sent,
14653,S/FRA/2023/0984,230179,,1,sent,sent,
16165,S/FRA/2024/0007,240002,,1,sent,sent,
9052,S/FRA/2022/0924,8/2022,,1,sent,sent,
9067,S/FRA/2022/0912,154/2022,,1,sent,sent,
9081,S/FRA/2022/0956,2022-00018,,1,sent,sent,
9108,S/FRA/2022/0967,154-2022,,1,sent,sent,
9133,S/FRA/2022/0978,022.056.,,1,sent,sent,
9148,S/FRA/2022/0982,OO/2022/012,,1,sent,sent,
94,S/FRA/2021/0492,312-KF19-17058,,1,sent,sent,
504,S/FRA/2021/0420,S/05 -21,,1,sent,sent,
505,S/FRA/2021/0419,40,,1,sent,sent,
506,S/FRA/2021/0457,41,,1,sent,sent,
507,S/FRA/2021/0418,4/2021,,1,sent,sent,
509,S/FRA/2021/0416,21-0020,,1,sent,sent,
512,S/FRA/2021/0415,12/21,,1,sent,sent,
513,S/FRA/2021/0414,6,,1,sent,sent,
514,S/FRA/2021/0413,OO01/2021,,1,sent,sent,
515,S/FRA/2021/0412,007,,1,sent,sent,
516,S/FRA/2021/0411,LD12/21,,1,sent,sent,
517,S/FRA/2021/0410,OO2021-1,,1,sent,sent,
518,S/FRA/2021/0409,6/2021,,1,sent,sent,
519,S/FRA/2021/0408,D21 353,,1,sent,sent,
520,S/FRA/2021/0407,867,,1,sent,sent,
521,S/FRA/2021/0406,864,,1,sent,sent,
522,S/FRA/2021/0405,865,,1,sent,sent,
536,S/FRA/2021/0404,573/21,,1,sent,sent,
537,S/FRA/2021/0403,547/21,,1,sent,sent,
538,S/FRA/2021/0402,1.211.570,,1,sent,sent,
545,S/FRA/2021/0395,2.754/F,,1,sent,sent,
546,S/FRA/2021/0394,2.620/F,,1,sent,sent,
547,S/FRA/2021/0393,2.621/F,,1,sent,sent,
548,S/FRA/2021/0392,2.596/F,,1,sent,sent,
549,S/FRA/2021/0391,2.570/F,,1,sent,sent,
550,S/FRA/2021/0390,2.572/F,,1,sent,sent,
551,S/FRA/2021/0389,2.536/F,,1,sent,sent,
552,S/FRA/2021/0388,2.535/F,,1,sent_modified,sent_modified,
553,S/FRA/2021/0387,2.571/F,,1,sent,sent,
558,S/FRA/2021/0383,A10016263688-0821,,1,sent,sent,
559,S/FRA/2021/0382,312-KF21-12580,,1,sent,sent,
616,S/FRA/2021/0461,008,,1,sent,sent,
617,S/FRA/2021/0474,5/2021,,1,sent,sent,
619,S/FRA/2021/0470,870,,1,sent,sent,
626,S/FRA/2021/0460,LD14/21,,1,sent,sent,
627,S/FRA/2021/0456,OO02/2021,,1,sent,sent,
628,S/FRA/2021/0588,42,,1,sent,sent,
629,S/FRA/2021/0462,7/2021,,1,sent,sent,
630,S/FRA/2021/0453,OO2021-2,,1,sent,sent,
631,S/FRA/2021/0445,21-0015,,1,sent,sent,
632,S/FRA/2021/0469,21-0023,,1,sent,sent,
633,S/FRA/2021/0482,21-0025,,1,sent,sent,
634,S/FRA/2021/0468,42/2021,,1,sent,sent,
635,S/FRA/2021/0463,1/2021,,1,sent,sent,
636,S/FRA/2021/0446,28/2021,,1,sent,sent,
637,S/FRA/2021/0467,D21 402,,1,sent,sent,
638,S/FRA/2021/0450,60-21,,1,sent,sent,
639,S/FRA/2021/0451,61-21,,1,sent,sent,
640,S/FRA/2021/0464,SER-21-0354,,1,sent,sent,
641,S/FRA/2021/0436,2021-001,,1,sent,sent,
642,S/FRA/2021/0438,4/2021,,1,sent,sent,
643,S/FRA/2021/0431, ,,1,sent,sent,
646,S/FRA/2021/0487,2.573/F,,1,sent_modified,sent_modified,
661,S/FRA/2021/0493,312-KF20-4237,,1,sent,sent,
662,S/FRA/2021/0452,A10016435736-1021,,1,sent,sent,
665,S/FRA/2021/0494,312-KF20-9071,,1,sent,sent,
666,S/FRA/2021/0475,3.362/F,,1,sent,sent,
667,S/FRA/2021/0473,3.353/F,,1,sent,sent,
668,S/FRA/2021/0423,AF/1386/01,,1,sent,sent,
669,S/FRA/2021/0424,AF/1387/01,,1,sent,sent,
670,S/FRA/2021/0425,AF/1388/01,,1,sent,sent,
671,S/FRA/2021/0426,AF/1389/01,,1,sent,sent,
672,S/FRA/2021/0427,AF/0917/01,,1,sent,sent,
673,S/FRA/2021/0455,006/2021,,1,sent,sent,
674,S/FRA/2021/0484,21159,,1,sent,sent,
675,S/FRA/2021/0428,AF/1390/01,,1,sent,sent,
676,S/FRA/2021/0429,AF/1391/01,,1,sent_modified,sent_modified,
677,S/FRA/2021/0430,AF/1009/01,,1,sent,sent,
678,S/FRA/2021/0483,21160,,1,sent,sent,
679,S/FRA/2021/0432,AF/1392/01,,1,sent,sent,
680,S/FRA/2021/0433,AF/1393/01,,1,sent,sent,
681,S/FRA/2021/0434,2021-0002,,1,sent,sent,
682,S/FRA/2021/0435,AF/1394/01,,1,sent,sent,
683,S/FRA/2021/0437,AF/1395/01,,1,sent,sent,
684,S/FRA/2021/0439,AF/1396/01,,1,sent,sent,
685,S/FRA/2021/0440,AF/1397/01,,1,sent,sent,
686,S/FRA/2021/0441,AF/1398/01,,1,sent,sent,
687,S/FRA/2021/0442,AF/1399/01,,1,sent,sent,
691,S/FRA/2021/0472,A21000378,,1,sent,sent,
693,S/FRA/2021/0481,110*10/21,,1,sent,sent,
694,S/FRA/2021/0485,FRO20212325617,,1,sent,sent,
699,S/FRA/2021/0531,80-21,,1,sent,sent,
751,S/FRA/2021/0447,2.900F,,1,sent,sent,
752,S/FRA/2021/0454,3.293F,,1,sent,sent,
753,S/FRA/2021/0458,3.309F,,1,sent,sent,
754,S/FRA/2021/0466,3.332F,,1,sent,sent,
755,S/FRA/2021/0465,3.333/F,,1,sent_modified,sent_modified,
756,S/FRA/2021/0459,3.311F,,1,sent,sent,
757,S/FRA/2021/0477,3.380/F,,1,sent,sent,
758,S/FRA/2021/0480,3.381F,,1,sent,sent,
759,S/FRA/2021/0479,3.382F,,1,sent,sent,
760,S/FRA/2021/0478,3.383F,,1,sent,sent,
761,S/FRA/2021/0476,RD/002/21,,1,sent,sent,
790,S/FRA/2021/0448,6/2021,,1,sent,sent,
791,S/FRA/2021/0585,OO2021-3,,1,sent,sent,
800,S/FRA/2021/0471,MTA2101925,,1,sent,sent,
1579,S/FRA/2021/0584,FV21/0364,,1,sent,sent,
1607,S/FRA/2021/0599,03/2021/10,,1,sent,sent,
1608,S/FRA/2021/0583,03/2021/11,,1,sent,sent,
1610,S/FRA/2021/0598,VF21-10-0074,,1,sent,sent,
2060,S/FRA/2021/0597,21289,,1,sent,sent,
2061,S/FRA/2021/0534,FO1/1690,,1,sent,sent,
2062,S/FRA/2021/0582,5156A,,1,sent,sent,
2063,S/FRA/2021/0581,5181A,,1,sent,sent,
2064,S/FRA/2021/0596,6/2021,,1,sent_modified,sent_modified,
2066,S/FRA/2021/0532,10/2021,,1,sent,sent,
2070,S/FRA/2021/0580,001527,,1,sent_modified,sent_modified,
2126,S/FRA/2021/0579,MTA2102104,,1,sent,sent,
2127,S/FRA/2021/0595,2021-368,,1,sent,sent,
2164,S/FRA/2021/0491,M200041479,,1,sent,sent,
2165,S/FRA/2021/0520,M210038185,,1,sent,sent,
2166,S/FRA/2021/0521,A210063354,,1,sent,sent,
2167,S/FRA/2021/0522,Y210064981,,1,sent,sent,
2177,S/FRA/2021/0495,312-KF19-9798,,1,sent,sent,
2178,S/FRA/2021/0496,312-KF19-11174,,1,sent,sent,
2181,S/FRA/2021/0497,312-KF19-12629,,1,sent,sent,
22404,S/FRA/2024/1066,174-24,,1,sent,sent,
2183,S/FRA/2021/0498,312-KF19-14053,,1,sent,sent,
2186,S/FRA/2021/0499,312-KF19-15621,,1,sent,sent,
23574,S/FRA/2025/0240,18742501P0025654,,1,sent,sent,
2190,S/FRA/2021/0500,312-KF20-1122,,1,sent,sent,
2192,S/FRA/2021/0501,312-KF20-1975,,1,sent,sent,
2193,S/FRA/2021/0502,312-KF20-5885,,1,sent,sent,
2194,S/FRA/2021/0503,312-KF20-7461,,1,sent,sent,
2195,S/FRA/2021/0504,312-KF20-10638,,1,sent,sent,
2196,S/FRA/2021/0505,312-KF20-12433,,1,sent,sent,
2197,S/FRA/2021/0506,312-KF20-14186,,1,sent,sent,
2198,S/FRA/2021/0507,312-KF20-16296,,1,sent,sent,
2199,S/FRA/2021/0508,312-KF20-18360,,1,sent,sent,
2200,S/FRA/2021/0509,312-KF20-20072,,1,sent,sent,
2201,S/FRA/2021/0577,42/21,,1,sent,sent,
2202,S/FRA/2021/0510,312-KF21-814,,1,sent,sent,
2203,S/FRA/2021/0511,312-KF21-2859,,1,sent,sent,
2204,S/FRA/2021/0512,312-KF21-4197,,1,sent,sent,
2205,S/FRA/2021/0513,312-KF21-5803,,1,sent,sent,
2206,S/FRA/2021/0514,312-KF21-8391,,1,sent,sent,
2207,S/FRA/2021/0515,312-KF21-9210,,1,sent,sent,
2208,S/FRA/2021/0516,A10015818290-0321,,1,sent,sent,
2209,S/FRA/2021/0517,A10015726456-0221,,1,sent,sent,
2210,S/FRA/2021/0518,A10015999988-0521,,1,sent,sent,
2211,S/FRA/2021/0519,312-KF21-15729,,1,sent,sent,
2242,S/FRA/2021/0528,2021 A 0000167,,1,sent,sent,
2243,S/FRA/2021/0576,09411600042,,1,sent,sent,
2244,S/FRA/2021/0575,48/EST,,1,sent,sent,
2310,S/FRA/2021/0574,006/2021,,1,sent,sent,
2325,S/FRA/2021/0604,G210061460,,1,sent,sent,
2326,S/FRA/2021/0602,S210063444,,1,sent,sent,
2327,S/FRA/2021/0594,O210100846,,1,sent,sent,
2334,S/FRA/2021/0571,UN-275/21,,1,sent,sent,
2341,S/FRA/2021/0570,009,,1,sent,sent,
2360,S/FRA/2021/0601,95-D,,1,sent,sent,
2487,S/FRA/2021/0569,5280A,,1,sent,sent,
2488,S/FRA/2021/0568,5297A,,1,sent,sent,
2522,S/FRA/2021/0530,A/21-0050,,1,sent,sent,
2557,S/FRA/2021/0567,8/2021,,1,sent,sent,
2566,S/FRA/2021/0526,FV21033,,1,sent,sent,
2586,S/FRA/2021/0538,3.451/F,,1,sent,sent,
2590,S/FRA/2021/0537,3.384/F,,1,sent,sent,
2620,S/FRA/2021/0605,A2103329,,1,sent,sent,
2846,S/FRA/2021/0566,549,,1,sent,sent,
2848,S/FRA/2021/0536,2.908/F,,1,sent,sent,
2850,S/FRA/2021/0564,66/21,,1,sent,sent,
2851,S/FRA/2021/0563,I0-000044,,1,sent,sent,
2874,S/FRA/2021/0535,1.367/F,,1,sent,sent,
2877,S/FRA/2021/0533,659/21,,1,sent,sent,
2878,S/FRA/2021/0562,21-0029,,1,sent,sent,
2879,S/FRA/2021/0561,21-0030,,1,sent,sent,
2880,S/FRA/2021/0560,21-0031,,1,sent,sent,
2881,S/FRA/2021/0559,21-0034,,1,sent,sent,
2882,S/FRA/2021/0551,11/2021,,1,sent,sent,
2884,S/FRA/2021/0557,D21 454,,1,sent,sent,
2885,S/FRA/2021/0556,20211420,,1,sent,sent,
2890,S/FRA/2021/0555,21-0027,,1,sent,sent,
2891,S/FRA/2021/0554,7,,1,sent,sent,
2892,S/FRA/2021/0600,H2269/0001,,1,sent,sent,
2894,S/FRA/2021/0590,2021/09800/000000012,,1,sent,sent,
2989,S/FRA/2021/0539,AF/1416/01,,1,sent,sent,
2990,S/FRA/2021/0540,AF/1421/01,,1,sent,sent,
2991,S/FRA/2021/0541,AF/1422/01,,1,sent,sent,
2992,S/FRA/2021/0542, ,,1,sent,sent,
2993,S/FRA/2021/0543,H2248/0002,,1,sent,sent,
2995,S/FRA/2021/0545,AF/1424/01,,1,sent,sent,
2997,S/FRA/2021/0546,AF/1425/01,,1,sent,sent,
2998,S/FRA/2021/0547,AF/1426/01,,1,sent,sent,
2999,S/FRA/2021/0548,AF/0759/01,,1,sent,sent,
3000,S/FRA/2021/0549,AF/1427/01,,1,sent,sent,
3001,S/FRA/2021/0550,AF/1428/01,,1,sent,sent,
3002,S/FRA/2021/0552,AF/0970/01,,1,sent,sent,
3009,S/FRA/2021/0606,14,,1,sent,sent,
3010,S/FRA/2021/0623,S/06-21,,1,sent,sent,
3011,S/FRA/2021/0692,07/2021,,1,sent,sent,
3012,S/FRA/2021/0625,LD17/21,,1,sent,sent,
3013,S/FRA/2021/0691,2021-0231,,1,sent,sent,
3014,S/FRA/2021/0690,4/2021,,1,sent,sent,
3015,S/FRA/2021/0747,47-2021,,1,sent,sent,
3017,S/FRA/2021/0688,VF21-12-0080,,1,sent,sent,
3042,S/FRA/2021/0621,8,,1,sent,sent,
3045,S/FRA/2021/0687,99-21,,1,sent,sent,
3046,S/FRA/2021/0686,OO2021-4,,1,sent,sent,
3056,S/FRA/2021/0749,6,,1,sent,sent,
3057,S/FRA/2021/0685,16,,1,sent,sent,
3061,S/FRA/2021/0629,7/2021,,1,sent,sent,
3062,S/FRA/2021/0750,73/21,,1,sent,sent,
3063,S/FRA/2021/0628,211716,,1,sent,sent,
3064,S/FRA/2021/0684,SI102,,1,sent,sent,
3065,S/FRA/2021/0683,AN159,,1,sent,sent,
3066,S/FRA/2021/0682,AN160,,1,sent,sent,
3067,S/FRA/2021/0610,FD21-39481,,1,sent,sent,
3068,S/FRA/2021/0611,FD21-46446,,1,sent,sent,
3069,S/FRA/2021/0613,FD21-48343,,1,sent,sent,
3070,S/FRA/2021/0614,FD21-51000,,1,sent,sent,
3071,S/FRA/2021/0622,FD21-55513,,1,sent,sent,
3072,S/FRA/2021/0681,FD21-61318,,1,sent,sent,
3073,S/FRA/2021/0612,168/2021,,1,sent,sent,
3074,S/FRA/2021/0615,182/2021,,1,sent,sent,
3075,S/FRA/2021/0619,183/2021,,1,sent,sent,
3076,S/FRA/2021/0618,184/2021,,1,sent,sent,
3077,S/FRA/2021/0617,185/2021,,1,sent,sent,
3078,S/FRA/2021/0607,AF/1432/01,,1,sent,sent,
3079,S/FRA/2021/0616,186/2021,,1,sent,sent,
3080,S/FRA/2021/0626,201/2021,,1,sent,sent,
3085,S/FRA/2021/0624,199/2021,,1,sent,sent,
3086,S/FRA/2021/0680,21-0037,,1,sent,sent,
3087,S/FRA/2021/0679,09411600049,,1,sent,sent,
3101,S/FRA/2021/0627,001D000365,,1,sent,sent,
3103,S/FRA/2021/0638,00004345,,1,sent_modified,sent_modified,
3104,S/FRA/2021/0641,00006747,,1,sent_modified,sent_modified,
3105,S/FRA/2021/0645,FRO20212567131,,1,sent,sent,
3106,S/FRA/2021/0647,A2107815,,1,sent,sent,
3107,S/FRA/2021/0648,1487-2021,,1,sent,sent,
3108,S/FRA/2021/0649,FO1 / 2291,,1,sent,sent,
3109,S/FRA/2021/0631,212810,,1,sent,sent,
3110,S/FRA/2021/0644,A10016520137-1121,,1,sent,sent,
3111,S/FRA/2021/0632,312-KF21-17301,,1,sent,sent,
3112,S/FRA/2021/0678,FA 212263,,1,sent,sent,
3113,S/FRA/2021/0643,FA 212525,,1,sent,sent,
3114,S/FRA/2021/0637,FA 211991,,1,sent,sent,
3115,S/FRA/2021/0636,FA 210854,,1,sent,sent,
3116,S/FRA/2021/0653,001D000362,,1,sent,sent,
3117,S/FRA/2021/0652,001D000363,,1,sent,sent,
3118,S/FRA/2021/0651,001D000364,,1,sent,sent,
3119,S/FRA/2021/0646,001G000511,,1,sent,sent,
3120,S/FRA/2021/0650,001G000512,,1,sent,sent,
3122,S/FRA/2021/0677,312-KF21-18971,,1,sent,sent,
3124,S/FRA/2021/0676,A10016604117-1221,,1,sent,sent,
3125,S/FRA/2021/0639,001D000315,,1,sent,sent,
3131,S/FRA/2021/0640,001D000316,,1,sent,sent,
3132,S/FRA/2021/0642,001G000475,,1,sent,sent,
3133,S/FRA/2021/0656,001D000317,,1,sent,sent,
3134,S/FRA/2021/0655,001D000318,,1,sent,sent,
3135,S/FRA/2021/0654,001D000270,,1,sent,sent,
3136,S/FRA/2021/0657,001D000319,,1,sent,sent,
3137,S/FRA/2021/0658,3929/F,,1,sent,sent,
3216,S/FRA/2021/0659,264,,1,sent,sent,
3217,S/FRA/2021/0660,263,,1,sent,sent,
3228,S/FRA/2021/0675,021 A 0000211,,1,sent,sent,
3229,S/FRA/2021/0674,2021 -404,,1,sent,sent,
3230,S/FRA/2021/0744,18742101P0087262,,1,sent,sent,
3231,S/FRA/2021/0673,A2108282,,1,sent,sent,
3234,S/FRA/2021/0672,001725,,1,sent,sent,
3235,S/FRA/2021/0671,ACT-30724,,1,sent,sent,
3237,S/FRA/2021/0669,21166,,1,sent,sent,
3238,S/FRA/2021/0755,1/E,,1,sent,sent,
3240,S/FRA/2021/0694,FV21048,FV21048: FV21048,1,sent,sent,
8281,S/FRA/2022/0730,001236,,1,sent,sent,
3241,S/FRA/2021/0695,FV21065,FV21065: FV21065,1,sent,sent,
3242,S/FRA/2021/0696,FV21083,FV21083: FV21083,1,sent,sent,
3243,S/FRA/2021/0697,FV21095,FV21095: FV21095,1,sent,sent,
3244,S/FRA/2021/0698,FV21105,FV21105: FV21105,1,sent,sent,
3245,S/FRA/2021/0699,FV21119,FV21119: FV21119,1,sent,sent,
3246,S/FRA/2021/0700,FV21129,FV21129: FV21129,1,sent,sent,
3274,S/FRA/2021/0726,03/2021/06,,1,sent,sent,
3275,S/FRA/2021/0693,03/2021/08,,1,sent,sent,
3276,S/FRA/2021/0668,03/2021/09,,1,sent,sent,
3278,S/FRA/2021/0702,FV21143,FV21143: FV21143,1,sent,sent,
3279,S/FRA/2021/0667,117-A,,1,sent,sent,
3280,S/FRA/2021/0760,5,,1,sent,sent,
3281,S/FRA/2021/0759,02/2021,,1,sent,sent,
3282,S/FRA/2021/0666,010,,1,sent,sent,
3283,S/FRA/2021/0665,D21 506,,1,sent,sent,
3287,S/FRA/2021/0664,50/2021,,1,sent,sent,
3288,S/FRA/2021/0663,9/2021,,1,sent,sent,
3289,S/FRA/2021/0662,119/2021,,1,sent,sent,
9044,S/FRA/2022/0931,1NSN220700239312,,1,sent,sent,
20376,S/FRA/2024/0647,20240430,,1,sent,sent,
21330,S/FRA/2024/0853,8.253,,1,sent,sent,
9045,S/FRA/2022/0930,1NSN221000014002,,1,sent_modified,sent_modified,
3297,S/FRA/2021/0762,F20211514,,1,sent,sent,
3386,S/FRA/2021/0724,2021/14101,,1,sent,sent,
3415,S/FRA/2021/0765,021.080,,1,sent,sent,
3418,S/FRA/2021/0764,008/2021,,1,sent,sent,
3430,S/FRA/2021/0737,01-2021,,1,sent,sent,
3431,S/FRA/2021/0731,361175,,1,sent,sent,
3432,S/FRA/2021/0763,01/2021,,1,sent,sent,
3433,S/FRA/2021/0756,OO03/2021,,1,sent,sent,
3434,S/FRA/2021/0761,G 123-21,,1,sent,sent,
3435,S/FRA/2021/0738,871,,1,sent,sent,
3436,S/FRA/2021/0739,872,,1,sent,sent,
3437,S/FRA/2021/0752,877,,1,sent,sent,
3438,S/FRA/2021/0753,878,,1,sent,sent,
3448,S/FRA/2021/0766,10,,1,sent,sent,
3449,S/FRA/2021/0748,13,,1,sent,sent,
3451,S/FRA/2021/0771,378,,1,sent,sent,
3452,S/FRA/2021/0772,379,,1,sent,sent,
3453,S/FRA/2021/0767,D210024084,,1,sent,sent,
3455,S/FRA/2021/0703,AF/1458/01,,1,sent,sent,
3457,S/FRA/2021/0704, ,,1,sent,sent,
3458,S/FRA/2021/0705,AF/0765/01,,1,sent,sent,
3459,S/FRA/2021/0706,AF/1459/01,,1,sent,sent,
3460,S/FRA/2021/0707,AF/1460/01,,1,sent,sent,
3461,S/FRA/2021/0708,AF/1364/03,,1,sent,sent,
3462,S/FRA/2021/0709,AF/1461/01,,1,sent,sent,
3463,S/FRA/2021/0710,AF/1462/01,,1,sent,sent,
3464,S/FRA/2021/0711, ,,1,sent,sent,
3465,S/FRA/2021/0712,AF/1463/01,,1,sent,sent,
3466,S/FRA/2021/0713,AF/1464/01,,1,sent,sent,
3467,S/FRA/2021/0714,AF/1465/01,,1,sent,sent,
3468,S/FRA/2021/0715, ,,1,sent,sent,
3472,S/FRA/2021/0743,VF21-11-0079,,1,sent,sent,
3473,S/FRA/2021/0727,VF21-08-0078,,1,sent,sent,
3475,S/FRA/2021/0773,A/21-0271,,1,sent,sent,
3529,S/FRA/2021/0757,LD19/21,,1,sent,sent,
3530,S/FRA/2021/0746,704/21,,1,sent,sent,
3531,S/FRA/2021/0751,879,,1,sent,sent,
3540,S/FRA/2022/0085,FV21156,FV21156: FV21156,1,sent,sent,
3541,S/FRA/2021/0792,A2108686,,1,sent,sent,
3542,S/FRA/2022/0084,INV-057302,,1,sent,sent,
3546,S/FRA/2021/0794,389,,1,sent,sent,
3549,S/FRA/2022/0087,5133/22,,1,sent,sent,
21328,S/FRA/2024/0858,8.112,,1,sent,sent,
3552,S/FRA/2021/0776,FO1 / 2469,,1,sent,sent,
3553,S/FRA/2021/0802,21172,,1,sent,sent,
3554,S/FRA/2021/0801,828/21,,1,sent,sent,
3555,S/FRA/2021/0769,21/056,,1,sent,sent,
3556,S/FRA/2021/0754,1 000054,,1,sent,sent,
3557,S/FRA/2021/0775,018/2021,,1,sent,sent,
3558,S/FRA/2021/0770,011/2021,,1,sent,sent,
3560,S/FRA/2021/0768,424,,1,sent,sent,
3561,S/FRA/2022/0081,428,,1,sent,sent,
3562,S/FRA/2022/0080,11,,1,sent,sent,
3563,S/FRA/2022/0079,08/2022,,1,sent,sent,
3564,S/FRA/2022/0078,20220027,,1,sent,sent,
3565,S/FRA/2021/0786,G 129-21,,1,sent,sent,
3566,S/FRA/2021/0784,001G000537,,1,sent,sent,
3567,S/FRA/2021/0785,001G000538,,1,sent,sent,
3568,S/FRA/2021/0774,001D000387,,1,sent,sent,
3569,S/FRA/2021/0781,001D000388,,1,sent,sent,
3570,S/FRA/2021/0782,001G000539,,1,sent,sent,
3571,S/FRA/2021/0783,001D000389,,1,sent,sent,
3572,S/FRA/2022/0077,2-22,,1,sent,sent,
3573,S/FRA/2021/0800,211890,,1,sent,sent,
3574,S/FRA/2021/0793,1713-2021,,1,sent,sent,
3575,S/FRA/2021/0780,21-0040,,1,sent,sent,
3576,S/FRA/2022/0076,03/2021/02,,1,sent,sent,
3577,S/FRA/2021/0777,8/2021,,1,sent,sent,
3578,S/FRA/2021/0795,2021-443,,1,sent,sent,
3579,S/FRA/2021/0758,18,,1,sent,sent,
3584,S/FRA/2021/0790,4448/F,,1,sent,sent,
3585,S/FRA/2021/0778,FA 213099,,1,sent,sent,
3591,S/FRA/2021/0788,0000397680,,1,sent,sent,
3592,S/FRA/2022/0074,312-KF22-458,,1,sent,sent,
3593,S/FRA/2022/0073,A10016686897-0122,,1,sent,sent,
3594,S/FRA/2022/0072,17,,1,sent,sent,
3598,S/FRA/2021/0722,A-01/2021,,1,sent,sent,
3751,S/FRA/2022/0055,9/EST,,1,sent,sent,
3752,S/FRA/2022/0088,V 19 210618/26,,1,sent,sent,
3854,S/FRA/2022/0071,325,,1,sent,sent,
3855,S/FRA/2022/0070,326,,1,sent,sent,
3856,S/FRA/2022/0069,390,,1,sent,sent,
3857,S/FRA/2022/0068,9,,1,sent,sent,
3858,S/FRA/2022/0067,2,,1,sent,sent,
3868,S/FRA/2022/0066,02/2022,,1,sent,sent,
3869,S/FRA/2022/0065,000064,,1,sent_modified,sent_modified,
3870,S/FRA/2022/0064,894,,1,sent,sent,
3871,S/FRA/2022/0063,886,,1,sent,sent,
3872,S/FRA/2022/0062,887,,1,sent,sent,
3873,S/FRA/2022/0061,E220047339,,1,sent,sent,
3874,S/FRA/2022/0060,001D000411,,1,sent,sent,
3878,S/FRA/2022/0059,18742201P0015510,,1,sent,sent,
3880,S/FRA/2022/0058,22-0002,,1,sent,sent,
3881,S/FRA/2022/0057,22-0003,,1,sent,sent,
3882,S/FRA/2022/0056,22-0004,,1,sent,sent,
3887,S/FRA/2022/0200,OO2022-01,,1,sent,sent,
3888,S/FRA/2022/0188,01,,1,sent,sent,
3889,S/FRA/2022/0183,122000566,,1,sent,sent,
3890,S/FRA/2022/0199,D22 034,,1,sent,sent,
3891,S/FRA/2022/0054,FACTURA,,1,sent,sent,
3892,S/FRA/2022/0178,RG-22-0008,,1,sent,sent,
3896,S/FRA/2022/0198,A/22-0025,,1,sent,sent,
3897,S/FRA/2022/0053,03/2022,,1,sent,sent,
3898,S/FRA/2022/0191,1/2022,,1,sent,sent,
3899,S/FRA/2022/0201,G 14-22,,1,sent,sent,
3900,S/FRA/2022/0052,A2200620,,1,sent,sent,
3902,S/FRA/2022/0050,36,,1,sent,sent,
3903,S/FRA/2022/0049,37,,1,sent,sent,
3904,S/FRA/2022/0182,03/2022/02,,1,sent,sent,
3905,S/FRA/2022/0048,022.005,,1,sent,sent,
3907,S/FRA/2022/0047,VF22-01-0254,,1,sent,sent,
3908,S/FRA/2022/0046,FA 220096,,1,sent,sent,
3909,S/FRA/2022/0045,FRO20220254777,,1,sent,sent,
22015,S/FRA/2024/1005,146/2024,,1,sent,sent,
25360,/,,,1,not_sent,not_sent,
3910,S/FRA/2022/0044,FD22-4181,,1,sent,sent,
3911,S/FRA/2022/0043,120/F,,1,sent,sent,
3913,S/FRA/2022/0179,M007/2022,,1,sent,sent,
3914,S/FRA/2022/0042,FO2/131,,1,sent,sent,
3915,S/FRA/2022/0041,13/2022,,1,sent,sent,
3929,S/FRA/2022/0190,LD02/22,,1,sent,sent,
3930,S/FRA/2022/0029,001G000578,,1,sent,sent,
3931,S/FRA/2022/0028,001D000418,,1,sent,sent,
3932,S/FRA/2022/0027,001D000417,,1,sent,sent,
3933,S/FRA/2022/0026,001D000416,,1,sent,sent,
24185,S/FRA/2025/0318,7/2025,,1,sent,sent,
10633,S/FRA/2023/0114,1NSN221200149194,,1,sent,sent,
3942,S/FRA/2022/0019,45022/C,,1,sent,sent,
3943,S/FRA/2022/0018,46538/C,,1,sent,sent,
24490,S/FRA/2025/0359,10/2025,,1,sent,sent,
3948,S/FRA/2022/0013,220043,,1,sent,sent,
3951,S/FRA/2022/0197,22181,,1,sent,sent,
3952,S/FRA/2022/0196,22182,,1,sent,sent,
3954,S/FRA/2022/0192,1/2022,,1,sent,sent,
3955,S/FRA/2022/0205,AN219,,1,sent,sent,
25362,/,125004950,,1,not_sent,not_sent,
3956,S/FRA/2022/0204,AN218,,1,sent,sent,
3957,S/FRA/2022/0195,SI107,,1,sent,sent,
3958,S/FRA/2022/0194,220146,,1,sent,sent,
3960,S/FRA/2022/0001,AF/0786/02,,1,sent,sent,
25241,/, ,,1,not_sent,not_sent,
25260,/,25101,,1,not_sent,not_sent,
